Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
1650,ABAC,1ST,1202317540925562880,1202314771879608320,1202315000586657792,1202276829496635392,INTENDED
1651,ABAC,1ST,1199462506084884481,1199407225636302850,1199458430991233024,1199406988037373955,INTENDED
1652,AB,2ND,1188456060169920512,1188168537036083200,,,PERCEIVED
1653,ABC,3RD,1186020587774324736,1186015847661428739,1186017914677321729,,PERCEIVED
1654,ABAC,1ST,1189638144200601601,1189391831680737281,1189562543829745664,1189386864156917761,INTENDED
1655,ABABC,1ST,1187013652697632768,1187008705981603849,1187013284848816128,1186694790441664512,INTENDED
1656,AB,2ND,1201543302442450944,1201522427320139776,,,PERCEIVED
1657,AB,2ND,1194241163332661250,1194165759011958789,,,PERCEIVED
1658,ABAB,1ST,1194681240579915781,1194680087104368640,1194680576273473538,1194663522589958144,INTENDED
1659,ABAB,1ST,1186993189594513408,1186991988152950785,1186992927425400832,1186989785585541120,INTENDED
1660,AAB,1ST,1187540156313669639,1187537804127080449,,1187530827263086593,INTENDED
1661,ABCA,3RD,1196731763210510336,1196673059400409089,1196728775075139585,1196539166563164164,PERCEIVED
1662,ABC,3RD,1189294313081135104,1189293150889742337,1189293873295691778,,PERCEIVED
1663,ABA,2ND,1194128933416890368,1194046809305317376,,1194014592709492738,PERCEIVED
1664,ABAC,1ST,1193001329054105602,1192951399421816832,1192982786807914497,1190682309923495937,INTENDED
1665,ABC,3RD,1196004868411887616,1195976350756220928,1195990094492123136,,PERCEIVED
1666,AA,1ST,1186798283580030976,1186797865047228416,,,INTENDED
1667,AABCD,1ST,1187016771364110336,1186974328174338048,,1186767229704200192,INTENDED
1668,AA,1ST,1192948375139704832,1192947218858135553,,,INTENDED
1669,ABAC,1ST,1191806455386476544,1191800620543442944,1191805820658425857,1190810326587125762,INTENDED
1670,ABAB,1ST,1194717203670671365,1194707808723312641,1194716815164874753,1194707504275632128,INTENDED
1671,ABAB,1ST,1190681459553701890,1190595476275572737,1190675346682732545,1190425975244361729,INTENDED
1672,AB,2ND,1186044939714662400,1185971917733412870,,,PERCEIVED
1673,ABCA,1ST,1196438899683418114,1196437803141402624,,,INTENDED
1674,ABAB,1ST,1197935663712292864,1197916146302930944,1197935469230796801,1197897222844755969,INTENDED
1675,ABC,3RD,1199599345391280128,1199483134930231296,1199513939547238400,,PERCEIVED
1676,ABAC,1ST,1201025376417460224,1200725799093051392,1200844764586876929,1200293275384582146,INTENDED
1677,ABC,3RD,1185596963540127745,1185515256795291648,1185584158141235206,,PERCEIVED
1678,ABA,1ST,1192435518094675969,1191936068477751297,1192258078923776000,,INTENDED
1679,ABA,2ND,1202420406189207553,1202419404983721984,,1202419053605855232,PERCEIVED
1680,AB,2ND,1201918357051719681,1201611344048508935,,,PERCEIVED
1681,AB,2ND,1196069723173244928,1196016275933270016,,,PERCEIVED
1682,ABA,2ND,1187580206732566530,1187559359854727169,,1187445711052275712,PERCEIVED
1683,AB,2ND,1188960197060026369,1188927876474834944,,,PERCEIVED
1684,ABA,1ST,1190317615039811585,1190164444753678338,1190277001308803073,,INTENDED
1685,ABAC,1ST,1187036099513856000,1187017104333119488,1187032887687823361,1187015849871380480,INTENDED
1686,ABA,1ST,1198317824156024832,1198049939479244800,1198090288016896000,,INTENDED
1687,ABA,1ST,1194213146506022914,1194212697522556929,1194212970684932096,,INTENDED
1688,ABAC,1ST,1191828849396518912,1191826316305276928,1191828358314778624,1191773451029229568,INTENDED
1689,ABAB,1ST,1190040935033442304,1190005339195883525,1190014912434712576,1189996648832929793,INTENDED
1690,ABC,3RD,1194348542644703233,1194285657180581891,1194302232126246912,,PERCEIVED
1691,AAB,2ND,1195578937251774464,1195550124530917376,,,PERCEIVED
1692,ABAC,1ST,1185850205784158208,1185707268156919808,1185790127743918080,1185702750245572608,INTENDED
1693,ABA,2ND,1194626882098077697,1194626770248572928,,1194625490063183872,PERCEIVED
1694,ABACD,1ST,1199627956211081217,1199461398138564609,1199626347037020161,1199371562509570058,INTENDED
1695,ABCA,3RD,1202019548666454017,1201992684790878208,1202018135592841217,1201984624496402433,PERCEIVED
1696,ABCB,3RD,1188476398614134784,1185301560601071623,1185301728033263617,1185301319759695872,PERCEIVED
1697,ABC,3RD,1195965640923910144,1195915821484130304,1195916059632689152,,PERCEIVED
1698,ABC,3RD,1198437077400068097,1198435590812901377,1198435821583568896,,PERCEIVED
1699,ABA,2ND,1201984537938595840,1201965478794682373,,1201687307201515520,PERCEIVED
1700,ABAB,1ST,1197189037880164352,1197188122376855552,1197188679732613120,1197186876106362881,INTENDED
1701,ABAC,1ST,1200896877073440768,1200875656839680001,1200896485052821504,1200875418980618240,INTENDED
1702,ABABC,1ST,1192200635229315077,1192199881575878656,1192200379439702016,1192199337901723648,INTENDED
1703,ABA,1ST,1198726367736684544,1198667279606484992,1198687744798552064,,INTENDED
1704,ABAC,1ST,1195471909267410946,1195380335929892870,1195418194170695680,1195378772331106304,INTENDED
1705,ABA,1ST,1187524274065686540,1187524074312028160,1187524200396939266,,INTENDED
1706,ABAB,1ST,1202555134376583168,1202552604892581890,1202554337920200704,1202251878467284998,INTENDED
1707,ABCAC,1ST,1198577983776276480,1198550817059594242,,1198533786843176960,INTENDED
1708,ABABCBCBCBDBCBC,1ST,1200531874604470272,1200485378706161664,1200523663013023749,1200305942446911488,INTENDED
1709,AABC,1ST,1194809538098188291,1194807784614846464,,1194799493482340353,INTENDED
1710,AA,1ST,1187892324602220544,1187892215810420736,,,INTENDED
1711,ABACB,1ST,1201753822852501504,1201751489552748545,1201752117385551872,1201718971214393344,INTENDED
1712,AB,2ND,1191035205345140736,1191019926854782977,,,PERCEIVED
1713,AA,1ST,1198498267660771328,1198490989087866880,,,INTENDED
1714,AABBBBBBB,1ST,1190666944296472577,1190666779414188032,,1190665579004346368,INTENDED
1715,ABAC,1ST,1195033701463273473,1195015023447306240,1195033097030553601,1195013640484573189,INTENDED
1716,ABA,2ND,1197552955647496192,1197552738940411904,,1197290166303498242,PERCEIVED
1717,ABACD,1ST,1202291814826426369,1202285376100016133,1202291411451891712,1202165166022025216,INTENDED
1718,ABA,2ND,1186788777777192960,1186788371470913537,,1185773852376223746,PERCEIVED
1719,ABCBADE,1ST,1190754625055363072,1188626357598601216,,1188610250963914752,INTENDED
1720,ABA,2ND,1186529850166788098,1186528913373257729,,1186365614920732677,PERCEIVED
1721,ABA,1ST,1195822313276674048,1195468525038657536,1195757183629168640,,INTENDED
1722,ABACD,1ST,1193411552973451264,1193407862032060417,1193409851453366274,1193407511203729409,INTENDED
1723,ABC,3RD,1190204547186094080,1189957884458745856,1190174468586369025,,PERCEIVED
1724,ABAC,1ST,1196928159431577600,1196919627403497472,1196923571962077191,1196915074050473984,INTENDED
1725,ABAC,1ST,1202247964607037441,1202242877109211137,1202245891303911430,1201812649350254592,INTENDED
1726,AB,2ND,1192512322209796096,1192499294248603649,,,PERCEIVED
1727,ABA,1ST,1201163800961015808,1201110450458501120,1201153235769315335,,INTENDED
1728,ABAC,1ST,1190807883694432256,1190782899185954816,1190806131372961792,1190756186510872576,INTENDED
1729,ABAB,1ST,1192900543355801605,1192899301795618816,1192900150966071296,1192857751275261952,INTENDED
1730,ABA,1ST,1191148191519039488,1191144503631122439,1191147440650489857,,INTENDED
1731,ABAC,1ST,1185681888914096128,1185665856505823238,1185681551331397642,1185659524369342466,INTENDED
1732,AB,2ND,1200489939944632320,1200489480488017921,,,PERCEIVED
1733,ABAC,1ST,1194596669037457410,1194580740970831872,1194589860222394368,1194576217472741381,INTENDED
1734,AB,2ND,1197888359638675456,1197886669690675200,,,PERCEIVED
1735,ABAB,1ST,1198158258311225344,1198157727475912704,1198158049183195137,1198157248771608576,INTENDED
1736,AAB,2ND,1196171045121773568,1196031960759623680,,,PERCEIVED
1737,AB,2ND,1201827735171059714,1201815912560640000,,,PERCEIVED
1738,ABAC,1ST,1192876869294669824,1192858931544100864,1192868415809171456,1192852821227507713,INTENDED
1739,ABACD,1ST,1193626225715163138,1193577101703761921,1193625734260174848,1193576666041376768,INTENDED
1740,ABACDC,1ST,1188818031885148160,1188817703877992448,1188817901647794176,1188817482955546626,INTENDED
1741,ABA,1ST,1186439777270292482,1186438723971538944,1186439365821632513,,INTENDED
1742,ABA,2ND,1192332671084568577,1192332168158154753,,1192331928256557056,PERCEIVED
1743,ABABC,1ST,1193657017795141632,1193622970851160064,1193648872473669634,1193606055747559424,INTENDED
1744,ABAB,1ST,1196629236896935939,1196627861983158273,1196629121293406209,1196541040242524160,INTENDED
1745,ABAC,1ST,1202779336622792705,1202773969100607488,1202779201524391937,1202773357361451009,INTENDED
1746,AB,2ND,1191911170698924034,1191907220629397505,,,PERCEIVED
1747,AB,2ND,1194314898966102018,1193981529275486208,,,PERCEIVED
1748,ABAC,1ST,1188735063137177600,1188668833525108736,1188671794162610176,1188575381470638081,INTENDED
1749,ABA,2ND,1187602947947089920,1187591553180721153,,1187584385131913216,PERCEIVED
1750,ABA,2ND,1188066015701282816,1188065830166245377,,1188065001669648384,PERCEIVED
1751,AB,2ND,1189820548710313986,1189661667052924928,,,PERCEIVED
1752,ABAB,1ST,1187917714431598592,1187916941643735041,1187917286985867264,1187914991195820034,INTENDED
1753,ABACBDC,1ST,1195324194894090240,1195309611085189120,1195312841441660928,1195279892444860417,INTENDED
1754,ABAB,1ST,1194953496078016512,1194738234695270402,1194823204067520512,1194735487182950407,INTENDED
1755,AB,2ND,1186396091249508353,1186285242941923328,,,PERCEIVED
1756,ABAB,1ST,1189389130490400769,1189387366148005888,1189387676459380737,1189378629358125056,INTENDED
1757,ABABC,1ST,1185622929368850433,1185534202277699588,1185581326969311232,1185462407809945600,INTENDED
1758,ABAB,1ST,1187964738417971201,1187957558797131776,1187957724446896128,1187949765218230272,INTENDED
1759,ABAB,1ST,1201925521279455232,1201924724743442437,1201925413917929474,1201924438213701633,INTENDED
1760,AB,2ND,1188841175899344898,1188617772881842178,,,PERCEIVED
1761,ABAB,1ST,1195721091546800128,1195720619444310016,1195720778509099008,1195719995382272002,INTENDED
1762,ABA,1ST,1191434666529542144,1191429155491139584,1191430541192712192,,INTENDED
1763,ABAC,1ST,1186014105100083202,1185875021111156736,1185991555938537473,1185798278006239233,INTENDED
1764,ABACD,1ST,1197170207061692416,1196990606582661120,1197144406958039041,1196990374033661952,INTENDED
1765,ABA,2ND,1186113214905491456,1186111387795255296,,1186108909536382977,PERCEIVED
1766,ABAC,1ST,1188009185201414145,1188004377845354496,1188008739917271040,1187990497211510784,INTENDED
1767,AA,1ST,1194857553135624197,1194857552074477568,,,INTENDED
1768,ABC,3RD,1197013249813811201,1196666727280644097,1197009801852653568,,PERCEIVED
1769,ABACD,1ST,1200903554518704128,1200835129079476226,1200839168043225091,1200832098690633729,INTENDED
1770,ABA,1ST,1187489248162697217,1187424963273166848,1187486774462951427,,INTENDED
1771,ABAB,1ST,1202729632342126594,1202699941585588224,1202710951029624833,1202692148056985600,INTENDED
1772,ABAB,1ST,1194760677811843073,1194707658118316032,1194760113308880896,1194706846734602240,INTENDED
1773,ABA,1ST,1191153389893062657,1191149447830392832,1191153104521191424,,INTENDED
1774,ABA,2ND,1199758663705120773,1199758412906745859,,1199757776542740481,PERCEIVED
1775,ABAC,1ST,1195925310954516480,1195924565920276480,1195924992657100800,1195922348731437057,INTENDED
1776,AA,1ST,1199337218285817857,1199336708669493249,,,INTENDED
1777,AB,2ND,1197377691885817858,1197353246450503680,,,PERCEIVED
1778,ABC,3RD,1201399216024805378,1201189667674177536,1201398674628259840,,PERCEIVED
1779,ABA,1ST,1199189839154831360,1199142774697672704,1199161241421271041,,INTENDED
1780,ABA,1ST,1190010901702828033,1189993985466650625,1190001093230702593,,INTENDED
1781,ABAC,1ST,1188464802164887552,1188183375842074624,1188316459002482688,1188073984719577089,INTENDED
1782,ABA,2ND,1192546957941624834,1192546758942789633,,1192546427521527808,PERCEIVED
1783,ABA,2ND,1197693723003490304,1197688886304083973,,1197676652710502401,PERCEIVED
1784,ABACC,1ST,1190150034521608192,1190115841590751233,1190130487915712512,1190113809626566656,INTENDED
1785,ABAB,1ST,1194708103822008322,1190383418804244486,1190531891620990978,1190362705330409472,INTENDED
1786,ABABCBC,1ST,1196491630007767041,1196491224737370113,1196491476668178434,1196474248044388352,INTENDED
1787,ABA,2ND,1191464547841912832,1191461539750055941,,1191437653322940416,PERCEIVED
1788,AABB,1ST,1194400411446382592,1194303444686950401,,1194298164909629440,INTENDED
1789,AA,1ST,1196177237562802179,1196139822525689862,,,INTENDED
1790,ABAC,1ST,1200349341635858432,1199846658432856064,1200075593418788864,1199836305590345728,INTENDED
1791,ABABBBBBBBB,1ST,1185716637586132993,1185714146219909121,1185715532726710278,1185708905176981504,INTENDED
1792,ABABB,1ST,1191968281952968705,1191828145277558784,1191968026150744064,1191780626036330498,INTENDED
1793,ABC,3RD,1193654021892067328,1192638125958475776,1193363024251252736,,PERCEIVED
1794,ABAB,1ST,1201910802032332801,1201908317838303232,1201909732111527937,1201903176728940544,INTENDED
1795,ABC,3RD,1196801242502238211,1196482219587584001,1196483447499476994,,PERCEIVED
1796,AB,2ND,1201914763250454530,1201905755475136522,,,PERCEIVED
1797,ABABCD,1ST,1192409302562156544,1192373760533417985,1192401258725957633,1192364686999724032,INTENDED
1798,ABABC,1ST,1202644878934642689,1202626070723334150,1202642756830711814,1202567557913468928,INTENDED
1799,ABA,2ND,1201019625670168578,1201018280057561088,,1201015757427089409,PERCEIVED
1800,ABAB,1ST,1186614300221362176,1186604283900370944,1186609850828111872,1186578369053417472,INTENDED
1801,ABABC,1ST,1194820009970696192,1194809101261262848,1194810757096960000,1194798284222550016,INTENDED
1802,ABA,2ND,1187429314096062465,1187429043156553728,,1187153965508526080,PERCEIVED
1803,ABA,1ST,1201463581583314945,1201447188292874240,1201462549113274368,,INTENDED
1804,ABAB,1ST,1201534561466716160,1201368693072003074,1201523866956423168,1201184511377235969,INTENDED
1805,AB,2ND,1192245555457597443,1192220112369147910,,,PERCEIVED
1806,AB,2ND,1190357207919071239,1190356923045969921,,,PERCEIVED
1807,ABAC,1ST,1202740708744081408,1202740141497950209,1202740324189298688,1202708837284880384,INTENDED
1808,ABCA,1ST,1200810603553660930,1200789544326619138,,,INTENDED
1809,ABCAC,1ST,1200970319285981184,1200613617579610114,,1200610517057851395,INTENDED
1810,ABAC,1ST,1196930530626985984,1196685174735540224,1196930073913200640,1194862110498406400,INTENDED
1811,ABAB,1ST,1186687476020199426,1186682976488304641,1186686679731654666,1186682189351673856,INTENDED
1812,AABC,1ST,1198743097624203266,1198701205511397381,,1198653163529818114,INTENDED
1813,ABA,1ST,1189797020166508544,1189777779476377600,1189796865962737669,,INTENDED
1814,ABA,2ND,1202654695044444161,1202654384506560514,,1202653907882610689,PERCEIVED
1815,ABA,2ND,1199664960487526400,1199662486305361920,,1199658849709568001,PERCEIVED
1816,ABCAD,1ST,1188845849624883201,1188715807125245952,,1188715084652175361,INTENDED
1817,AB,2ND,1190850583168790528,1190723040310681601,,,PERCEIVED
1818,ABC,3RD,1196166398000664578,1195353419676028929,1196165095790956544,,PERCEIVED
1819,ABACB,1ST,1201902624213229568,1201897424270311424,1201897814793568256,1201878056316604423,INTENDED
1820,ABAB,1ST,1194038220956155904,1193957075228848128,1193958862933639169,1193955869135912962,INTENDED
1821,ABAC,1ST,1188674934517698560,1188673100512190465,1188674801101094912,1188669266641461251,INTENDED
1822,ABC,3RD,1194752781153980420,1194667068957708288,1194728268294811648,,PERCEIVED
1823,AA,1ST,1190049434354233345,1190049051389104129,,,INTENDED
1824,ABAC,1ST,1194287263901003776,1194083815800655873,1194259544295251970,1193993686973063168,INTENDED
1825,ABAC,1ST,1200093668646031360,1200073207270854656,1200078130112802816,1200071581348839424,INTENDED
1826,ABACD,1ST,1195437726339862529,1195429054054313985,1195437468025327616,1195427698392346624,INTENDED
1827,ABAC,1ST,1195729029674020865,1195726745804136450,1195728599413747712,1195460500097814528,INTENDED
1828,ABAC,1ST,1202498609150754817,1202491835345588224,1202497226259357696,1202489637484187648,INTENDED
1829,ABAB,1ST,1186794194314117120,1186792720750256128,1186792901268910080,1186791855301844992,INTENDED
1830,ABC,3RD,1191513111045558275,1191450597293199360,1191464522696941568,,PERCEIVED
1831,ABC,3RD,1190553914531205120,1190522208059351040,1190550485817856001,,PERCEIVED
1832,ABCBAC,1ST,1195761038622220289,1195578807781974016,,1195385701442867201,INTENDED
1833,ABAB,1ST,1198013956117422081,1198009174615056386,1198009675926532096,1198006701355499521,INTENDED
1834,ABAB,1ST,1196573947342532608,1196567917812273153,1196573694014955520,1196567328902828033,INTENDED
1835,ABA,2ND,1194411049086312448,1194062736315031552,,1194033313918275590,PERCEIVED
1836,ABAC,1ST,1192844888485834752,1192824398505553920,1192830566460207104,1192820482481049601,INTENDED
1837,ABAB,1ST,1199296375667777537,1199284104300302336,1199284491015086080,1199261403095457792,INTENDED
1838,ABC,3RD,1199231379260760064,1198316563293757441,1198319658216103937,,PERCEIVED
1839,ABAC,1ST,1186659630476398592,1186333444349087745,1186652377555918848,1186264259036098563,INTENDED
1840,ABCA,3RD,1189932429596938240,1189925075581054977,1189932237246128130,1189922131112579073,PERCEIVED
1841,ABAC,1ST,1201924504492097537,1201888704526258176,1201890450979860480,1201878246008246272,INTENDED
1842,ABABC,1ST,1190707272135192576,1190706547191623688,1190707052882071552,1190706150217568259,INTENDED
1843,AABC,1ST,1193533731279179776,1193484747453980679,,1193220927363993600,INTENDED
1844,ABA,1ST,1194696437088567298,1194692971683299328,1194696210755604480,,INTENDED
